"Index"	"Med"	"LCI"	"HCI"	"ID"	"GrazeTime"	"Plot"	"Sample"	"Year"	"Treatment"	"Block"
"CHIG"	1.25	0.0625	4.92	"1WK_4_5_2017"	"1WK"	"4"	"5"	"2017"	"NO"	"2"
"GNDVI"	0.384615384615385	0.0303030303030303	0.710982658959538	"1WK_4_5_2017"	"1WK"	"4"	"5"	"2017"	"NO"	"2"
"SRATG"	2.25	1.0625	5.92	"1WK_4_5_2017"	"1WK"	"4"	"5"	"2017"	"NO"	"2"
"BNDVI"	0.540816326530612	0.335078534031414	0.8	"1WK_4_5_2018"	"1WK"	"4"	"5"	"2018"	"NO"	"2"
"BWDR"	-0.497504159733777	-0.665573770491803	-0.0526315789473684	"1WK_4_5_2018"	"1WK"	"4"	"5"	"2018"	"NO"	"2"
"CHIG"	2.1875	0.75	6.91666666666667	"1WK_4_5_2018"	"1WK"	"4"	"5"	"2018"	"NO"	"2"
"GNDVI"	0.522388059701492	0.272727272727273	0.775700934579439	"1WK_4_5_2018"	"1WK"	"4"	"5"	"2018"	"NO"	"2"
"SRATG"	3.1875	1.75	7.91666666666667	"1WK_4_5_2018"	"1WK"	"4"	"5"	"2018"	"NO"	"2"
"BNDVI"	0.505882352941176	0.0826086956521739	0.91304347826087	"1WK_5_1_2017"	"1WK"	"5"	"1"	"2017"	"LO"	"2"
"BWDR"	-0.532846715328467	-0.78889359898262	0.375	"1WK_5_1_2017"	"1WK"	"5"	"1"	"2017"	"LO"	"2"
"CHIG"	1	0.058091286307054	3.95	"1WK_5_1_2017"	"1WK"	"5"	"1"	"2017"	"LO"	"2"
"GNDVI"	0.333333333333333	0.0282258064516129	0.663865546218487	"1WK_5_1_2017"	"1WK"	"5"	"1"	"2017"	"LO"	"2"
"SRATG"	2	1.05809128630705	4.95	"1WK_5_1_2017"	"1WK"	"5"	"1"	"2017"	"LO"	"2"
"BNDVI"	0.482014388489209	0.180412371134021	0.735849056603774	"1WK_5_1_2018"	"1WK"	"5"	"1"	"2018"	"LO"	"2"
"BWDR"	-0.555075593952484	-0.748213304013194	-0.206896551724138	"1WK_5_1_2018"	"1WK"	"5"	"1"	"2018"	"LO"	"2"
"CHIG"	1.70666666666667	0.348837209302326	5.75	"1WK_5_1_2018"	"1WK"	"5"	"1"	"2018"	"LO"	"2"
"GNDVI"	0.460431654676259	0.148514851485149	0.741935483870968	"1WK_5_1_2018"	"1WK"	"5"	"1"	"2018"	"LO"	"2"
"SRATG"	2.70666666666667	1.34883720930233	6.75	"1WK_5_1_2018"	"1WK"	"5"	"1"	"2018"	"LO"	"2"
"BNDVI"	0.452173913043478	0.093681917211329	0.849626233213088	"1WK_5_2_2017"	"1WK"	"5"	"2"	"2017"	"LO"	"2"
"BWDR"	-0.580928481806775	-0.784641784641785	0.103146745013133	"1WK_5_2_2017"	"1WK"	"5"	"2"	"2017"	"LO"	"2"
"CHIG"	0.872549019607843	0.0759493670886076	4.09677419354839	"1WK_5_2_2017"	"1WK"	"5"	"2"	"2017"	"LO"	"2"
"GNDVI"	0.303754266211604	0.0365853658536585	0.671957671957672	"1WK_5_2_2017"	"1WK"	"5"	"2"	"2017"	"LO"	"2"
"SRATG"	1.87254901960784	1.07594936708861	5.09677419354839	"1WK_5_2_2017"	"1WK"	"5"	"2"	"2017"	"LO"	"2"
"BNDVI"	0.478991596638655	0.174785100286533	0.783783783783784	"1WK_5_2_2018"	"1WK"	"5"	"2"	"2018"	"LO"	"2"
"BWDR"	-0.557788944723618	-0.750759878419453	-0.0958904109589041	"1WK_5_2_2018"	"1WK"	"5"	"2"	"2018"	"LO"	"2"
"CHIG"	1.51351351351351	0.310344827586207	6.28592436974761	"1WK_5_2_2018"	"1WK"	"5"	"2"	"2018"	"LO"	"2"
"GNDVI"	0.430769230769231	0.134328358208955	0.758626803619458	"1WK_5_2_2018"	"1WK"	"5"	"2"	"2018"	"LO"	"2"
"SRATG"	2.51351351351351	1.31034482758621	7.28592436974761	"1WK_5_2_2018"	"1WK"	"5"	"2"	"2018"	"LO"	"2"
"BNDVI"	0.513812154696133	0.151241534988713	0.863636363636364	"1WK_5_3_2017"	"1WK"	"5"	"3"	"2017"	"LO"	"2"
"BWDR"	-0.525129982668977	-0.761124121779859	0.154929577464789	"1WK_5_3_2017"	"1WK"	"5"	"3"	"2017"	"LO"	"2"
"CHIG"	1	0.175115207373272	3.8	"1WK_5_3_2017"	"1WK"	"5"	"3"	"2017"	"LO"	"2"
"GNDVI"	0.333333333333333	0.0805084745762712	0.655172413793103	"1WK_5_3_2017"	"1WK"	"5"	"3"	"2017"	"LO"	"2"
"SRATG"	2	1.17511520737327	4.8	"1WK_5_3_2017"	"1WK"	"5"	"3"	"2017"	"LO"	"2"
"BNDVI"	0.465968586387435	0.155555555555556	0.753424657534247	"1WK_5_3_2018"	"1WK"	"5"	"3"	"2018"	"LO"	"2"
"BWDR"	-0.569230769230769	-0.759259259259259	-0.168831168831169	"1WK_5_3_2018"	"1WK"	"5"	"3"	"2018"	"LO"	"2"
"CHIG"	1.36842105263158	0.269662921348315	5.625	"1WK_5_3_2018"	"1WK"	"5"	"3"	"2018"	"LO"	"2"
"GNDVI"	0.40625	0.118811881188119	0.737704918032787	"1WK_5_3_2018"	"1WK"	"5"	"3"	"2018"	"LO"	"2"
"SRATG"	2.36842105263158	1.26966292134831	6.625	"1WK_5_3_2018"	"1WK"	"5"	"3"	"2018"	"LO"	"2"
"BNDVI"	0.491935483870968	0.0793650793650794	0.846153846153846	"1WK_5_4_2017"	"1WK"	"5"	"4"	"2017"	"LO"	"2"
"BWDR"	-0.54601226993865	-0.790123456790123	0.090909090909091	"1WK_5_4_2017"	"1WK"	"5"	"4"	"2017"	"LO"	"2"
"CHIG"	0.888888888888889	0.0502092050209204	3.72413793103448	"1WK_5_4_2017"	"1WK"	"5"	"4"	"2017"	"LO"	"2"
"GNDVI"	0.307692307692308	0.0244897959183673	0.650602409638554	"1WK_5_4_2017"	"1WK"	"5"	"4"	"2017"	"LO"	"2"
"SRATG"	1.88888888888889	1.05020920502092	4.72413793103448	"1WK_5_4_2017"	"1WK"	"5"	"4"	"2017"	"LO"	"2"
"BNDVI"	0.528925619834711	0.222222222222222	0.776119402985075	"1WK_5_4_2018"	"1WK"	"5"	"4"	"2018"	"LO"	"2"
"BWDR"	-0.509933774834437	-0.728395061728395	-0.115241635687732	"1WK_5_4_2018"	"1WK"	"5"	"4"	"2018"	"LO"	"2"
"CHIG"	1.94202898550725	0.361963190184049	6.15384615384615	"1WK_5_4_2018"	"1WK"	"5"	"4"	"2018"	"LO"	"2"
"GNDVI"	0.492647058823529	0.153246753246753	0.754716981132076	"1WK_5_4_2018"	"1WK"	"5"	"4"	"2018"	"LO"	"2"
"SRATG"	2.94202898550725	1.36196319018405	7.15384615384615	"1WK_5_4_2018"	"1WK"	"5"	"4"	"2018"	"LO"	"2"
"BNDVI"	0.532075471698113	0.0559006211180124	0.89247311827957	"1WK_5_5_2017"	"1WK"	"5"	"5"	"2017"	"LO"	"2"
"BWDR"	-0.506682867557716	-0.798816568047337	0.27536231884058	"1WK_5_5_2017"	"1WK"	"5"	"5"	"2017"	"LO"	"2"
"CHIG"	0.987951807228916	0.0285714285714285	4.11538461538461	"1WK_5_5_2017"	"1WK"	"5"	"5"	"2017"	"LO"	"2"
"GNDVI"	0.330645161290323	0.0140845070422535	0.672955974842767	"1WK_5_5_2017"	"1WK"	"5"	"5"	"2017"	"LO"	"2"
"SRATG"	1.98795180722892	1.02857142857143	5.11538461538461	"1WK_5_5_2017"	"1WK"	"5"	"5"	"2017"	"LO"	"2"
"BNDVI"	0.52851711026616	0.214285714285714	0.804885967690835	"1WK_5_5_2018"	"1WK"	"5"	"5"	"2018"	"LO"	"2"
"BWDR"	-0.510353227771011	-0.732283464566929	-0.0389385700804699	"1WK_5_5_2018"	"1WK"	"5"	"5"	"2018"	"LO"	"2"
"CHIG"	1.76119402985075	0.39766081871345	6.5	"1WK_5_5_2018"	"1WK"	"5"	"5"	"2018"	"LO"	"2"
"GNDVI"	0.468253968253968	0.165853658536585	0.764705882352941	"1WK_5_5_2018"	"1WK"	"5"	"5"	"2018"	"LO"	"2"
"SRATG"	2.76119402985075	1.39766081871345	7.5	"1WK_5_5_2018"	"1WK"	"5"	"5"	"2018"	"LO"	"2"
"BNDVI"	0.412280701754386	0.0559006211180124	0.963963963963964	"1WK_6_1_2017"	"1WK"	"6"	"1"	"2017"	"HI"	"2"
"BWDR"	-0.61251504211793	-0.798816568047337	0.689922480620155	"1WK_6_1_2017"	"1WK"	"6"	"1"	"2017"	"HI"	"2"
"CHIG"	0.811111111111111	0.0283400809716599	5.11111111111111	"1WK_6_1_2017"	"1WK"	"6"	"1"	"2017"	"HI"	"2"
"GNDVI"	0.288537549407115	0.0139720558882236	0.71875	"1WK_6_1_2017"	"1WK"	"6"	"1"	"2017"	"HI"	"2"
"SRATG"	1.81111111111111	1.02834008097166	6.11111111111111	"1WK_6_1_2017"	"1WK"	"6"	"1"	"2017"	"HI"	"2"
"BNDVI"	0.49034749034749	0.164251207729469	0.753086419753086	"1WK_6_1_2018"	"1WK"	"6"	"1"	"2018"	"HI"	"2"
"BWDR"	-0.547479484173505	-0.755454084221208	-0.169590643274854	"1WK_6_1_2018"	"1WK"	"6"	"1"	"2018"	"HI"	"2"
"CHIG"	1.96923076923077	0.308510638297872	6.83333333333333	"1WK_6_1_2018"	"1WK"	"6"	"1"	"2018"	"HI"	"2"
"GNDVI"	0.496124031007752	0.133640552995392	0.773584905660377	"1WK_6_1_2018"	"1WK"	"6"	"1"	"2018"	"HI"	"2"
"SRATG"	2.96923076923077	1.30851063829787	7.83333333333333	"1WK_6_1_2018"	"1WK"	"6"	"1"	"2018"	"HI"	"2"
"BNDVI"	0.452702702702703	0.0851063829787234	0.845070422535211	"1WK_6_2_2017"	"1WK"	"6"	"2"	"2017"	"HI"	"2"
"BWDR"	-0.580487804878049	-0.787941787941788	0.087136929460581	"1WK_6_2_2017"	"1WK"	"6"	"2"	"2017"	"HI"	"2"
"CHIG"	0.901234567901235	0.0493827160493827	3.57692307692308	"1WK_6_2_2017"	"1WK"	"6"	"2"	"2017"	"HI"	"2"
"GNDVI"	0.31063829787234	0.0240963855421687	0.641379310344828	"1WK_6_2_2017"	"1WK"	"6"	"2"	"2017"	"HI"	"2"
"SRATG"	1.90123456790123	1.04938271604938	4.57692307692308	"1WK_6_2_2017"	"1WK"	"6"	"2"	"2017"	"HI"	"2"
"BNDVI"	0.424	0.133333333333333	0.726495726495726	"1WK_6_2_2018"	"1WK"	"6"	"2"	"2018"	"HI"	"2"
"BWDR"	-0.603563474387528	-0.768707482993197	-0.226053639846743	"1WK_6_2_2018"	"1WK"	"6"	"2"	"2018"	"HI"	"2"
"CHIG"	1.43661971830986	0.266666666666667	6.4	"1WK_6_2_2018"	"1WK"	"6"	"2"	"2018"	"HI"	"2"
"GNDVI"	0.418032786885246	0.117647058823529	0.761904761904762	"1WK_6_2_2018"	"1WK"	"6"	"2"	"2018"	"HI"	"2"
"SRATG"	2.43661971830986	1.26666666666667	7.4	"1WK_6_2_2018"	"1WK"	"6"	"2"	"2018"	"HI"	"2"
"BNDVI"	0.492163009404389	0.103896103896104	0.89247311827957	"1WK_6_3_2017"	"1WK"	"6"	"3"	"2017"	"HI"	"2"
"BWDR"	-0.545801526717557	-0.780645161290323	0.27536231884058	"1WK_6_3_2017"	"1WK"	"6"	"3"	"2017"	"HI"	"2"
"CHIG"	0.905982905982906	0.104761904761905	4.12	"1WK_6_3_2017"	"1WK"	"6"	"3"	"2017"	"HI"	"2"
"GNDVI"	0.311764705882353	0.0497737556561086	0.673202614379085	"1WK_6_3_2017"	"1WK"	"6"	"3"	"2017"	"HI"	"2"
"SRATG"	1.90598290598291	1.1047619047619	5.12	"1WK_6_3_2017"	"1WK"	"6"	"3"	"2017"	"HI"	"2"
"BNDVI"	0.452513966480447	0.150441310388306	0.756521739130435	"1WK_6_3_2018"	"1WK"	"6"	"3"	"2018"	"HI"	"2"
"BWDR"	-0.580645161290323	-0.761468391785277	-0.161825726141079	"1WK_6_3_2018"	"1WK"	"6"	"3"	"2018"	"HI"	"2"
"CHIG"	1.46268656716418	0.273255813953488	6.52941176470588	"1WK_6_3_2018"	"1WK"	"6"	"3"	"2018"	"HI"	"2"
"GNDVI"	0.422413793103448	0.120204603580563	0.76551724137931	"1WK_6_3_2018"	"1WK"	"6"	"3"	"2018"	"HI"	"2"
"SRATG"	2.46268656716418	1.27325581395349	7.52941176470588	"1WK_6_3_2018"	"1WK"	"6"	"3"	"2018"	"HI"	"2"
"BNDVI"	0.528985507246377	0.0944206008583691	0.89041095890411	"1WK_6_4_2017"	"1WK"	"6"	"4"	"2017"	"HI"	"2"
"BWDR"	-0.509872241579559	-0.784355179704017	0.26605504587156	"1WK_6_4_2017"	"1WK"	"6"	"4"	"2017"	"HI"	"2"
"CHIG"	1.08235294117647	0.058091286307054	4.65217391304348	"1WK_6_4_2017"	"1WK"	"6"	"4"	"2017"	"HI"	"2"
"GNDVI"	0.351145038167939	0.0282258064516129	0.699346405228758	"1WK_6_4_2017"	"1WK"	"6"	"4"	"2017"	"HI"	"2"
"SRATG"	2.08235294117647	1.05809128630705	5.65217391304348	"1WK_6_4_2017"	"1WK"	"6"	"4"	"2017"	"HI"	"2"
"BNDVI"	0.467980295566502	0.151241534988713	0.784615384615385	"1WK_6_4_2018"	"1WK"	"6"	"4"	"2018"	"HI"	"2"
"BWDR"	-0.567489114658926	-0.761124121779859	-0.0937499999999999	"1WK_6_4_2018"	"1WK"	"6"	"4"	"2018"	"HI"	"2"
"CHIG"	1.62068965517241	0.274390243902439	7.18181818181818	"1WK_6_4_2018"	"1WK"	"6"	"4"	"2018"	"HI"	"2"
"GNDVI"	0.447619047619048	0.120643431635389	0.782178217821782	"1WK_6_4_2018"	"1WK"	"6"	"4"	"2018"	"HI"	"2"
"SRATG"	2.62068965517241	1.27439024390244	8.18181818181818	"1WK_6_4_2018"	"1WK"	"6"	"4"	"2018"	"HI"	"2"
"BNDVI"	0.511737089201878	0.0851063829787234	0.859649122807018	"1WK_6_5_2017"	"1WK"	"6"	"5"	"2017"	"HI"	"2"
"BWDR"	-0.527165932452276	-0.787941787941788	0.139784946236559	"1WK_6_5_2017"	"1WK"	"6"	"5"	"2017"	"HI"	"2"
"CHIG"	1.04587155963303	0.0537190082644627	3.9	"1WK_6_5_2017"	"1WK"	"6"	"5"	"2017"	"HI"	"2"
"GNDVI"	0.343373493975904	0.0261569416498994	0.661016949152542	"1WK_6_5_2017"	"1WK"	"6"	"5"	"2017"	"HI"	"2"
"SRATG"	2.04587155963303	1.05371900826446	4.9	"1WK_6_5_2017"	"1WK"	"6"	"5"	"2017"	"HI"	"2"
"BNDVI"	0.475285171102662	0.155913978494624	0.803030303030303	"1WK_6_5_2018"	"1WK"	"6"	"5"	"2018"	"HI"	"2"
"BWDR"	-0.561085972850679	-0.759103641456583	-0.0441767068273092	"1WK_6_5_2018"	"1WK"	"6"	"5"	"2018"	"HI"	"2"
"CHIG"	1.7	0.301020408163265	7.8	"1WK_6_5_2018"	"1WK"	"6"	"5"	"2018"	"HI"	"2"
"GNDVI"	0.459459459459459	0.130820399113082	0.795918367346939	"1WK_6_5_2018"	"1WK"	"6"	"5"	"2018"	"HI"	"2"
"SRATG"	2.7	1.30102040816327	8.8	"1WK_6_5_2018"	"1WK"	"6"	"5"	"2018"	"HI"	"2"
"BNDVI"	0.315614617940199	0.0493827160493827	0.505537128404989	"1WK_7_1_2017"	"1WK"	"7"	"1"	"2017"	"LO"	"3"
"BWDR"	-0.677524429967427	-0.801169590643275	-0.533178784713643	"1WK_7_1_2017"	"1WK"	"7"	"1"	"2017"	"LO"	"3"
"CHIG"	0.851063829787234	0.0714285714285714	2.47918749999997	"1WK_7_1_2017"	"1WK"	"7"	"1"	"2017"	"LO"	"3"
"GNDVI"	0.298507462686567	0.0344827586206897	0.55349044850498	"1WK_7_1_2017"	"1WK"	"7"	"1"	"2017"	"LO"	"3"
"SRATG"	1.85106382978723	1.07142857142857	3.47918749999997	"1WK_7_1_2017"	"1WK"	"7"	"1"	"2017"	"LO"	"3"
"BNDVI"	0.521739130434783	0.14622641509434	0.775862068965517	"1WK_7_1_2018"	"1WK"	"7"	"1"	"2018"	"LO"	"3"
"BWDR"	-0.517241379310345	-0.763273258645884	-0.11587982832618	"1WK_7_1_2018"	"1WK"	"7"	"1"	"2018"	"LO"	"3"
"CHIG"	1.82857142857143	0.244444444444444	5.8695652173913	"1WK_7_1_2018"	"1WK"	"7"	"1"	"2018"	"LO"	"3"
"GNDVI"	0.477611940298507	0.108910891089109	0.74585635359116	"1WK_7_1_2018"	"1WK"	"7"	"1"	"2018"	"LO"	"3"
"SRATG"	2.82857142857143	1.24444444444444	6.8695652173913	"1WK_7_1_2018"	"1WK"	"7"	"1"	"2018"	"LO"	"3"
"BNDVI"	0.348484848484849	0.0677966101694915	0.507575757575758	"1WK_7_2_2017"	"1WK"	"7"	"2"	"2017"	"LO"	"3"
"BWDR"	-0.657032755298651	-0.794453507340946	-0.531213191990577	"1WK_7_2_2017"	"1WK"	"7"	"2"	"2017"	"LO"	"3"
"CHIG"	0.947368421052632	0.103896103896104	2.38	"1WK_7_2_2017"	"1WK"	"7"	"2"	"2017"	"LO"	"3"
"GNDVI"	0.321428571428571	0.0493827160493827	0.54337899543379	"1WK_7_2_2017"	"1WK"	"7"	"2"	"2017"	"LO"	"3"
"SRATG"	1.94736842105263	1.1038961038961	3.38	"1WK_7_2_2017"	"1WK"	"7"	"2"	"2017"	"LO"	"3"
"BNDVI"	0.49003984063745	0.148325358851675	0.769230769230769	"1WK_7_2_2018"	"1WK"	"7"	"2"	"2018"	"LO"	"3"
"BWDR"	-0.54776299879081	-0.762376237623762	-0.132075471698113	"1WK_7_2_2018"	"1WK"	"7"	"2"	"2018"	"LO"	"3"
"CHIG"	1.62068965517241	0.253968253968254	6.125	"1WK_7_2_2018"	"1WK"	"7"	"2"	"2018"	"LO"	"3"
"GNDVI"	0.447619047619048	0.112676056338028	0.753846153846154	"1WK_7_2_2018"	"1WK"	"7"	"2"	"2018"	"LO"	"3"
"SRATG"	2.62068965517241	1.25396825396825	7.125	"1WK_7_2_2018"	"1WK"	"7"	"2"	"2018"	"LO"	"3"
"BNDVI"	0.350649350649351	0.0515463917525773	0.537688442211055	"1WK_7_3_2017"	"1WK"	"7"	"3"	"2017"	"LO"	"3"
"BWDR"	-0.655629139072848	-0.800391389432485	-0.500815660685155	"1WK_7_3_2017"	"1WK"	"7"	"3"	"2017"	"LO"	"3"
"CHIG"	0.990990990990991	0.0669456066945606	2.825	"1WK_7_3_2017"	"1WK"	"7"	"3"	"2017"	"LO"	"3"
"GNDVI"	0.331325301204819	0.0323886639676113	0.585492227979275	"1WK_7_3_2017"	"1WK"	"7"	"3"	"2017"	"LO"	"3"
"SRATG"	1.99099099099099	1.06694560669456	3.825	"1WK_7_3_2017"	"1WK"	"7"	"3"	"2017"	"LO"	"3"
"BNDVI"	0.516483516483517	0.14622641509434	0.81021897810219	"1WK_7_3_2018"	"1WK"	"7"	"3"	"2018"	"LO"	"3"
"BWDR"	-0.522491349480969	-0.763273258645884	-0.0236220472440945	"1WK_7_3_2018"	"1WK"	"7"	"3"	"2018"	"LO"	"3"
"CHIG"	1.85714285714286	0.235	6.83333333333333	"1WK_7_3_2018"	"1WK"	"7"	"3"	"2018"	"LO"	"3"
"GNDVI"	0.481481481481481	0.105145413870246	0.773584905660377	"1WK_7_3_2018"	"1WK"	"7"	"3"	"2018"	"LO"	"3"
"SRATG"	2.85714285714286	1.235	7.83333333333333	"1WK_7_3_2018"	"1WK"	"7"	"3"	"2018"	"LO"	"3"
"BNDVI"	0.32475884244373	0.0493827160493827	0.531914893617021	"1WK_7_4_2017"	"1WK"	"7"	"4"	"2017"	"LO"	"3"
"BWDR"	-0.671974522292994	-0.801169590643275	-0.506849315068493	"1WK_7_4_2017"	"1WK"	"7"	"4"	"2017"	"LO"	"3"
"CHIG"	0.829457364341085	0.0714285714285714	2.60975609756098	"1WK_7_4_2017"	"1WK"	"7"	"4"	"2017"	"LO"	"3"
"GNDVI"	0.293150684931507	0.0344827586206897	0.566137566137566	"1WK_7_4_2017"	"1WK"	"7"	"4"	"2017"	"LO"	"3"
"SRATG"	1.82945736434109	1.07142857142857	3.60975609756098	"1WK_7_4_2017"	"1WK"	"7"	"4"	"2017"	"LO"	"3"
"BNDVI"	0.477178423236515	0.157622739018088	0.779527559055118	"1WK_7_4_2018"	"1WK"	"7"	"4"	"2018"	"LO"	"3"
"BWDR"	-0.559405940594059	-0.758360302049622	-0.106719367588933	"1WK_7_4_2018"	"1WK"	"7"	"4"	"2018"	"LO"	"3"
"CHIG"	1.4	0.243093922651934	5.46153846153846	"1WK_7_4_2018"	"1WK"	"7"	"4"	"2018"	"LO"	"3"
"GNDVI"	0.411764705882353	0.108374384236453	0.731958762886598	"1WK_7_4_2018"	"1WK"	"7"	"4"	"2018"	"LO"	"3"
"SRATG"	2.4	1.24309392265193	6.46153846153846	"1WK_7_4_2018"	"1WK"	"7"	"4"	"2018"	"LO"	"3"
"BNDVI"	0.410788381742739	0.091703056768559	0.622377622377622	"1WK_7_5_2017"	"1WK"	"7"	"5"	"2017"	"LO"	"3"
"BWDR"	-0.613636363636364	-0.785407725321888	-0.398963730569948	"1WK_7_5_2017"	"1WK"	"7"	"5"	"2017"	"LO"	"3"
"CHIG"	1.2037037037037	0.160975609756097	3.66666666666667	"1WK_7_5_2017"	"1WK"	"7"	"5"	"2017"	"LO"	"3"
"GNDVI"	0.375722543352601	0.0744920993227991	0.647058823529412	"1WK_7_5_2017"	"1WK"	"7"	"5"	"2017"	"LO"	"3"
"SRATG"	2.2037037037037	1.1609756097561	4.66666666666667	"1WK_7_5_2017"	"1WK"	"7"	"5"	"2017"	"LO"	"3"
"BNDVI"	0.564853556485356	0.222222222222222	0.794871794871795	"1WK_7_5_2018"	"1WK"	"7"	"5"	"2018"	"LO"	"3"
"BWDR"	-0.471004243281471	-0.728395061728395	-0.0666666666666667	"1WK_7_5_2018"	"1WK"	"7"	"5"	"2018"	"LO"	"3"
"CHIG"	2.32758620689655	0.375	6.18181818181818	"1WK_7_5_2018"	"1WK"	"7"	"5"	"2018"	"LO"	"3"
"GNDVI"	0.537848605577689	0.157894736842105	0.755555555555556	"1WK_7_5_2018"	"1WK"	"7"	"5"	"2018"	"LO"	"3"
"SRATG"	3.32758620689655	1.375	7.18181818181818	"1WK_7_5_2018"	"1WK"	"7"	"5"	"2018"	"LO"	"3"
"BNDVI"	0.463035019455253	0.0602910602910603	0.702380952380952	"1WK_8_1_2017"	"1WK"	"8"	"1"	"2017"	"NO"	"3"
"BWDR"	-0.571753986332574	-0.797216699801193	-0.272264631043257	"1WK_8_1_2017"	"1WK"	"8"	"1"	"2017"	"NO"	"3"
"CHIG"	1.44827586206897	0.0897435897435896	4.92592592592593	"1WK_8_1_2017"	"1WK"	"8"	"1"	"2017"	"NO"	"3"
"GNDVI"	0.42	0.0429447852760736	0.711229946524064	"1WK_8_1_2017"	"1WK"	"8"	"1"	"2017"	"NO"	"3"
"SRATG"	2.44827586206897	1.08974358974359	5.92592592592593	"1WK_8_1_2017"	"1WK"	"8"	"1"	"2017"	"NO"	"3"
"BNDVI"	0.537906137184116	0.162679425837321	0.752577319587629	"1WK_8_1_2018"	"1WK"	"8"	"1"	"2018"	"NO"	"3"
"BWDR"	-0.500586166471278	-0.756146512794782	-0.170731707317073	"1WK_8_1_2018"	"1WK"	"8"	"1"	"2018"	"NO"	"3"
"CHIG"	2.21739130434783	0.252688172043011	5	"1WK_8_1_2018"	"1WK"	"8"	"1"	"2018"	"NO"	"3"
"GNDVI"	0.525773195876289	0.112171837708831	0.714285714285714	"1WK_8_1_2018"	"1WK"	"8"	"1"	"2018"	"NO"	"3"
"SRATG"	3.21739130434783	1.25268817204301	6	"1WK_8_1_2018"	"1WK"	"8"	"1"	"2018"	"NO"	"3"
"BNDVI"	0.481927710843373	0.0408163265306122	0.669724770642202	"1WK_8_2_2017"	"1WK"	"8"	"2"	"2017"	"NO"	"3"
"BWDR"	-0.555153707052441	-0.804222648752399	-0.328413284132841	"1WK_8_2_2017"	"1WK"	"8"	"2"	"2017"	"NO"	"3"
"CHIG"	1.65116279069767	0.0493827160493827	4.31578947368421	"1WK_8_2_2017"	"1WK"	"8"	"2"	"2017"	"NO"	"3"
"GNDVI"	0.452229299363057	0.0240963855421687	0.683333333333333	"1WK_8_2_2017"	"1WK"	"8"	"2"	"2017"	"NO"	"3"
"SRATG"	2.65116279069767	1.04938271604938	5.31578947368421	"1WK_8_2_2017"	"1WK"	"8"	"2"	"2017"	"NO"	"3"
"BNDVI"	0.512915129151292	0.25207756232687	0.73109243697479	"1WK_8_2_2018"	"1WK"	"8"	"2"	"2018"	"NO"	"3"
"BWDR"	-0.526011560693642	-0.713197969543147	-0.216730038022814	"1WK_8_2_2018"	"1WK"	"8"	"2"	"2018"	"NO"	"3"
"CHIG"	2.31147540983607	0.47972972972973	5	"1WK_8_2_2018"	"1WK"	"8"	"2"	"2018"	"NO"	"3"
"GNDVI"	0.536121673003802	0.193460490463215	0.714285714285714	"1WK_8_2_2018"	"1WK"	"8"	"2"	"2018"	"NO"	"3"
"SRATG"	3.31147540983607	1.47972972972973	6	"1WK_8_2_2018"	"1WK"	"8"	"2"	"2018"	"NO"	"3"
"BNDVI"	0.461928934010152	0.0970873786407767	0.651515151515151	"1WK_8_3_2017"	"1WK"	"8"	"3"	"2017"	"NO"	"3"
"BWDR"	-0.572700296735905	-0.783317353787153	-0.35693215339233	"1WK_8_3_2017"	"1WK"	"8"	"3"	"2017"	"NO"	"3"
"CHIG"	1.55405405405405	0.175115207373272	4.44444444444444	"1WK_8_3_2017"	"1WK"	"8"	"3"	"2017"	"NO"	"3"
"GNDVI"	0.437262357414449	0.0805084745762712	0.689655172413793	"1WK_8_3_2017"	"1WK"	"8"	"3"	"2017"	"NO"	"3"
"SRATG"	2.55405405405405	1.17511520737327	5.44444444444444	"1WK_8_3_2017"	"1WK"	"8"	"3"	"2017"	"NO"	"3"
"BNDVI"	0.53469387755102	0.316526610644258	0.726027397260274	"1WK_8_3_2018"	"1WK"	"8"	"3"	"2018"	"NO"	"3"
"BWDR"	-0.503957783641161	-0.676975945017182	-0.226993865030675	"1WK_8_3_2018"	"1WK"	"8"	"3"	"2018"	"NO"	"3"
"CHIG"	2.54385964912281	0.755725190839695	5	"1WK_8_3_2018"	"1WK"	"8"	"3"	"2018"	"NO"	"3"
"GNDVI"	0.55984555984556	0.274238227146814	0.714285714285714	"1WK_8_3_2018"	"1WK"	"8"	"3"	"2018"	"NO"	"3"
"SRATG"	3.54385964912281	1.75572519083969	6	"1WK_8_3_2018"	"1WK"	"8"	"3"	"2018"	"NO"	"3"
"BNDVI"	0.501945525291829	0.0429447852760736	0.720430107526882	"1WK_8_4_2017"	"1WK"	"8"	"4"	"2017"	"NO"	"3"
"BWDR"	-0.536614645858343	-0.803468208092486	-0.238095238095238	"1WK_8_4_2017"	"1WK"	"8"	"4"	"2017"	"NO"	"3"
"CHIG"	1.70833333333333	0.0543933054393306	5.36363636363636	"1WK_8_4_2017"	"1WK"	"8"	"4"	"2017"	"NO"	"3"
"GNDVI"	0.460674157303371	0.0264765784114053	0.728395061728395	"1WK_8_4_2017"	"1WK"	"8"	"4"	"2017"	"NO"	"3"
"SRATG"	2.70833333333333	1.05439330543933	6.36363636363636	"1WK_8_4_2017"	"1WK"	"8"	"4"	"2017"	"NO"	"3"
