"Plot"	"Block"	"Treatment"	"GrazeTime"	"Sample"	"Substrate"	"Enzyme_nm_g_hr"
"7"	"3"	"LO"	"24H"	"1"	"BX"	106.7881109
"7"	"3"	"LO"	"1WK"	"1"	"BX"	54.58155485
"7"	"3"	"LO"	"4WK"	"1"	"BX"	46.41541494
"7"	"3"	"LO"	"PRE"	"1"	"CBH"	47.04988144
"7"	"3"	"LO"	"24H"	"1"	"CBH"	56.29062642
"7"	"3"	"LO"	"1WK"	"1"	"CBH"	37.4889127
"7"	"3"	"LO"	"4WK"	"1"	"CBH"	43.14491332
"7"	"3"	"LO"	"PRE"	"1"	"LAP"	541.5943395
"7"	"3"	"LO"	"24H"	"1"	"LAP"	762.7217122
"7"	"3"	"LO"	"1WK"	"1"	"LAP"	589.0606074
"7"	"3"	"LO"	"4WK"	"1"	"LAP"	402.9394814
"7"	"3"	"LO"	"PRE"	"1"	"NAG"	48.07717512
"7"	"3"	"LO"	"24H"	"1"	"NAG"	35.59069814
"7"	"3"	"LO"	"1WK"	"1"	"NAG"	46.86968663
"7"	"3"	"LO"	"4WK"	"1"	"NAG"	22.64606817
"7"	"3"	"LO"	"PRE"	"1"	"PER1"	4.901629174
"7"	"3"	"LO"	"24H"	"1"	"PER1"	0
"7"	"3"	"LO"	"1WK"	"1"	"PER1"	4.352841866
"7"	"3"	"LO"	"4WK"	"1"	"PER1"	4.46290153
"7"	"3"	"LO"	"PRE"	"1"	"PEROX"	8.460385945
"7"	"3"	"LO"	"24H"	"1"	"PEROX"	7.445742999
"7"	"3"	"LO"	"1WK"	"1"	"PEROX"	8.965056947
"7"	"3"	"LO"	"4WK"	"1"	"PEROX"	9.645223839
"7"	"3"	"LO"	"PRE"	"1"	"PHENOX"	3.558756771
"7"	"3"	"LO"	"24H"	"1"	"PHENOX"	9.199220408
"7"	"3"	"LO"	"1WK"	"1"	"PHENOX"	4.612215081
"7"	"3"	"LO"	"4WK"	"1"	"PHENOX"	5.182322309
"7"	"3"	"LO"	"PRE"	"1"	"PHOS"	21.81332532
"7"	"3"	"LO"	"24H"	"1"	"PHOS"	0
"7"	"3"	"LO"	"1WK"	"1"	"PHOS"	245.5478295
"7"	"3"	"LO"	"4WK"	"1"	"PHOS"	0
"7"	"3"	"LO"	"PRE"	"2"	"AG"	1.765700245
"7"	"3"	"LO"	"24H"	"2"	"AG"	0
"7"	"3"	"LO"	"1WK"	"2"	"AG"	23.80756964
"7"	"3"	"LO"	"4WK"	"2"	"AG"	36.61263291
"7"	"3"	"LO"	"PRE"	"2"	"BG"	523.0042226
"7"	"3"	"LO"	"24H"	"2"	"BG"	286.9262583
"7"	"3"	"LO"	"1WK"	"2"	"BG"	313.261972
"7"	"3"	"LO"	"4WK"	"2"	"BG"	462.1939966
"7"	"3"	"LO"	"PRE"	"2"	"BX"	57.95579921
"7"	"3"	"LO"	"24H"	"2"	"BX"	21.72423977
"7"	"3"	"LO"	"1WK"	"2"	"BX"	28.17798893
"7"	"3"	"LO"	"4WK"	"2"	"BX"	69.41350775
"7"	"3"	"LO"	"PRE"	"2"	"CBH"	28.56465183
"7"	"3"	"LO"	"24H"	"2"	"CBH"	13.52091086
"7"	"3"	"LO"	"1WK"	"2"	"CBH"	12.83696422
"7"	"3"	"LO"	"4WK"	"2"	"CBH"	60.23057317
"7"	"3"	"LO"	"PRE"	"2"	"LAP"	355.6541552
"7"	"3"	"LO"	"24H"	"2"	"LAP"	294.8420379
"7"	"3"	"LO"	"1WK"	"2"	"LAP"	631.2399499
"7"	"3"	"LO"	"4WK"	"2"	"LAP"	376.6625797
"7"	"3"	"LO"	"PRE"	"2"	"NAG"	26.73813925
"7"	"3"	"LO"	"24H"	"2"	"NAG"	1.907117711
"7"	"3"	"LO"	"1WK"	"2"	"NAG"	23.81552775
"7"	"3"	"LO"	"4WK"	"2"	"NAG"	36.79898499
"7"	"3"	"LO"	"PRE"	"2"	"PER1"	3.881268723
"7"	"3"	"LO"	"24H"	"2"	"PER1"	0
"7"	"3"	"LO"	"1WK"	"2"	"PER1"	0
"7"	"3"	"LO"	"4WK"	"2"	"PER1"	0
"7"	"3"	"LO"	"PRE"	"2"	"PEROX"	12.71091202
"7"	"3"	"LO"	"24H"	"2"	"PEROX"	0.514780435
"7"	"3"	"LO"	"1WK"	"2"	"PEROX"	1.484493983
"7"	"3"	"LO"	"4WK"	"2"	"PEROX"	1.323073317
"7"	"3"	"LO"	"PRE"	"2"	"PHENOX"	8.829643301
"7"	"3"	"LO"	"24H"	"2"	"PHENOX"	7.335164081
"7"	"3"	"LO"	"1WK"	"2"	"PHENOX"	4.838910097
"7"	"3"	"LO"	"4WK"	"2"	"PHENOX"	2.599926467
"7"	"3"	"LO"	"PRE"	"2"	"PHOS"	0
"7"	"3"	"LO"	"24H"	"2"	"PHOS"	0
"7"	"3"	"LO"	"1WK"	"2"	"PHOS"	36.91884567
"7"	"3"	"LO"	"4WK"	"2"	"PHOS"	0
"7"	"3"	"LO"	"PRE"	"3"	"AG"	30.95666869
"7"	"3"	"LO"	"24H"	"3"	"AG"	0
"7"	"3"	"LO"	"1WK"	"3"	"AG"	25.67710538
"7"	"3"	"LO"	"4WK"	"3"	"AG"	38.38070013
"7"	"3"	"LO"	"PRE"	"3"	"BG"	516.2757055
"7"	"3"	"LO"	"24H"	"3"	"BG"	236.4357364
"7"	"3"	"LO"	"1WK"	"3"	"BG"	461.3040569
"7"	"3"	"LO"	"4WK"	"3"	"BG"	524.8505611
"7"	"3"	"LO"	"PRE"	"3"	"BX"	79.70680311
"7"	"3"	"LO"	"24H"	"3"	"BX"	31.74535193
"7"	"3"	"LO"	"1WK"	"3"	"BX"	41.79538161
"7"	"3"	"LO"	"4WK"	"3"	"BX"	55.19829065
"7"	"3"	"LO"	"PRE"	"3"	"CBH"	48.47321476
"7"	"3"	"LO"	"24H"	"3"	"CBH"	9.042491053
"7"	"3"	"LO"	"1WK"	"3"	"CBH"	34.84305659
"7"	"3"	"LO"	"4WK"	"3"	"CBH"	56.02369383
"7"	"3"	"LO"	"PRE"	"3"	"LAP"	408.0915205
"7"	"3"	"LO"	"24H"	"3"	"LAP"	366.3424273
"7"	"3"	"LO"	"1WK"	"3"	"LAP"	575.0094488
"7"	"3"	"LO"	"4WK"	"3"	"LAP"	443.2882241
"7"	"3"	"LO"	"PRE"	"3"	"NAG"	53.16774697
"7"	"3"	"LO"	"24H"	"3"	"NAG"	8.97796212
"7"	"3"	"LO"	"1WK"	"3"	"NAG"	32.35505866
"7"	"3"	"LO"	"4WK"	"3"	"NAG"	31.37690955
"7"	"3"	"LO"	"PRE"	"3"	"PER1"	13.48151374
"7"	"3"	"LO"	"24H"	"3"	"PER1"	0
"7"	"3"	"LO"	"1WK"	"3"	"PER1"	2.059641716
"7"	"3"	"LO"	"4WK"	"3"	"PER1"	2.309881127
"7"	"3"	"LO"	"PRE"	"3"	"PEROX"	14.60129412
"7"	"3"	"LO"	"24H"	"3"	"PEROX"	12.53200777
"7"	"3"	"LO"	"1WK"	"3"	"PEROX"	4.092827004
"7"	"3"	"LO"	"4WK"	"3"	"PEROX"	4.031899246
"7"	"3"	"LO"	"PRE"	"3"	"PHENOX"	1.119780376
"7"	"3"	"LO"	"24H"	"3"	"PHENOX"	12.78420632
"7"	"3"	"LO"	"1WK"	"3"	"PHENOX"	2.033185288
"7"	"3"	"LO"	"4WK"	"3"	"PHENOX"	1.722018119
"7"	"3"	"LO"	"PRE"	"3"	"PHOS"	0
"7"	"3"	"LO"	"24H"	"3"	"PHOS"	0
"7"	"3"	"LO"	"1WK"	"3"	"PHOS"	0
"7"	"3"	"LO"	"4WK"	"3"	"PHOS"	0
"7"	"3"	"LO"	"PRE"	"4"	"AG"	0
"7"	"3"	"LO"	"24H"	"4"	"AG"	33.76121195
"7"	"3"	"LO"	"1WK"	"4"	"AG"	82.69563644
"7"	"3"	"LO"	"4WK"	"4"	"AG"	47.43531189
"7"	"3"	"LO"	"PRE"	"4"	"BG"	371.9344406
"7"	"3"	"LO"	"24H"	"4"	"BG"	370.9904323
"7"	"3"	"LO"	"1WK"	"4"	"BG"	567.1323111
"7"	"3"	"LO"	"4WK"	"4"	"BG"	524.4671612
"7"	"3"	"LO"	"PRE"	"4"	"BX"	65.90900626
"7"	"3"	"LO"	"24H"	"4"	"BX"	81.45698418
"7"	"3"	"LO"	"1WK"	"4"	"BX"	141.0244971
"7"	"3"	"LO"	"4WK"	"4"	"BX"	94.36090871
"7"	"3"	"LO"	"PRE"	"4"	"CBH"	22.07467191
"7"	"3"	"LO"	"24H"	"4"	"CBH"	46.13740079
"7"	"3"	"LO"	"1WK"	"4"	"CBH"	97.21899701
"7"	"3"	"LO"	"4WK"	"4"	"CBH"	62.21321756
"7"	"3"	"LO"	"PRE"	"4"	"LAP"	420.7720165
"7"	"3"	"LO"	"24H"	"4"	"LAP"	408.8226307
"7"	"3"	"LO"	"1WK"	"4"	"LAP"	480.4005404
"7"	"3"	"LO"	"4WK"	"4"	"LAP"	383.8705142
"7"	"3"	"LO"	"PRE"	"4"	"NAG"	21.83335526
"7"	"3"	"LO"	"24H"	"4"	"NAG"	44.05019168
"7"	"3"	"LO"	"1WK"	"4"	"NAG"	121.8613231
"7"	"3"	"LO"	"4WK"	"4"	"NAG"	46.49315189
"7"	"3"	"LO"	"PRE"	"4"	"PER1"	0.946584984
"7"	"3"	"LO"	"24H"	"4"	"PER1"	2.546486429
"7"	"3"	"LO"	"1WK"	"4"	"PER1"	2.932290559
"7"	"3"	"LO"	"4WK"	"4"	"PER1"	0
"7"	"3"	"LO"	"PRE"	"4"	"PEROX"	5.120057285
"7"	"3"	"LO"	"24H"	"4"	"PEROX"	7.98114069
"7"	"3"	"LO"	"1WK"	"4"	"PEROX"	6.930504581
"7"	"3"	"LO"	"4WK"	"4"	"PEROX"	0
"7"	"3"	"LO"	"PRE"	"4"	"PHENOX"	4.173472301
"7"	"3"	"LO"	"24H"	"4"	"PHENOX"	5.43465426
"7"	"3"	"LO"	"1WK"	"4"	"PHENOX"	3.998214022
"7"	"3"	"LO"	"4WK"	"4"	"PHENOX"	1.905217111
"7"	"3"	"LO"	"PRE"	"4"	"PHOS"	0
"7"	"3"	"LO"	"24H"	"4"	"PHOS"	0
"7"	"3"	"LO"	"1WK"	"4"	"PHOS"	0
"7"	"3"	"LO"	"4WK"	"4"	"PHOS"	0
"7"	"3"	"LO"	"PRE"	"5"	"AG"	47.54684018
"7"	"3"	"LO"	"24H"	"5"	"AG"	18.93358337
"7"	"3"	"LO"	"1WK"	"5"	"AG"	29.77644364
"7"	"3"	"LO"	"4WK"	"5"	"AG"	21.11455686
"7"	"3"	"LO"	"PRE"	"5"	"BG"	726.0546144
"7"	"3"	"LO"	"24H"	"5"	"BG"	394.1938112
"7"	"3"	"LO"	"1WK"	"5"	"BG"	421.3312888
"7"	"3"	"LO"	"4WK"	"5"	"BG"	586.1535901
"7"	"3"	"LO"	"PRE"	"5"	"BX"	42.71864046
"7"	"3"	"LO"	"24H"	"5"	"BX"	61.46463214
"7"	"3"	"LO"	"1WK"	"5"	"BX"	51.11649708
"7"	"3"	"LO"	"4WK"	"5"	"BX"	53.98724539
"7"	"3"	"LO"	"PRE"	"5"	"CBH"	56.77376513
"7"	"3"	"LO"	"24H"	"5"	"CBH"	35.16924022
"7"	"3"	"LO"	"1WK"	"5"	"CBH"	28.12137241
"7"	"3"	"LO"	"4WK"	"5"	"CBH"	60.4965643
"7"	"3"	"LO"	"PRE"	"5"	"LAP"	387.7586121
"7"	"3"	"LO"	"24H"	"5"	"LAP"	461.1588419
"7"	"3"	"LO"	"1WK"	"5"	"LAP"	483.9150058
"7"	"3"	"LO"	"4WK"	"5"	"LAP"	553.0537293
"7"	"3"	"LO"	"PRE"	"5"	"NAG"	73.3642384
"7"	"3"	"LO"	"24H"	"5"	"NAG"	23.69962665
"7"	"3"	"LO"	"1WK"	"5"	"NAG"	34.14026043
"7"	"3"	"LO"	"4WK"	"5"	"NAG"	48.85449205
"7"	"3"	"LO"	"PRE"	"5"	"PER1"	0
"7"	"3"	"LO"	"24H"	"5"	"PER1"	0
"7"	"3"	"LO"	"1WK"	"5"	"PER1"	2.826970687
"7"	"3"	"LO"	"4WK"	"5"	"PER1"	0
"7"	"3"	"LO"	"PRE"	"5"	"PEROX"	0
"7"	"3"	"LO"	"24H"	"5"	"PEROX"	5.2055977
"7"	"3"	"LO"	"1WK"	"5"	"PEROX"	6.788109368
"7"	"3"	"LO"	"4WK"	"5"	"PEROX"	5.115787713
"7"	"3"	"LO"	"PRE"	"5"	"PHENOX"	0
"7"	"3"	"LO"	"24H"	"5"	"PHENOX"	11.35595798
"7"	"3"	"LO"	"1WK"	"5"	"PHENOX"	3.961138681
"7"	"3"	"LO"	"4WK"	"5"	"PHENOX"	9.559480961
"7"	"3"	"LO"	"PRE"	"5"	"PHOS"	0
"7"	"3"	"LO"	"24H"	"5"	"PHOS"	0
"7"	"3"	"LO"	"1WK"	"5"	"PHOS"	0
"7"	"3"	"LO"	"4WK"	"5"	"PHOS"	0
"8"	"3"	"NO"	"PRE"	"1"	"AG"	42.46411585
"8"	"3"	"NO"	"24H"	"1"	"AG"	19.41585997
"8"	"3"	"NO"	"1WK"	"1"	"AG"	35.55181078
"8"	"3"	"NO"	"4WK"	"1"	"AG"	20.76285005
"8"	"3"	"NO"	"PRE"	"1"	"BG"	826.3397116
"8"	"3"	"NO"	"24H"	"1"	"BG"	369.4132389
"8"	"3"	"NO"	"1WK"	"1"	"BG"	519.5983803
"8"	"3"	"NO"	"4WK"	"1"	"BG"	443.7922801
"8"	"3"	"NO"	"PRE"	"1"	"BX"	96.48707806
"8"	"3"	"NO"	"24H"	"1"	"BX"	64.58753856
"8"	"3"	"NO"	"1WK"	"1"	"BX"	99.62581998
"8"	"3"	"NO"	"4WK"	"1"	"BX"	55.14812868
"8"	"3"	"NO"	"PRE"	"1"	"CBH"	67.12977206
"8"	"3"	"NO"	"24H"	"1"	"CBH"	31.48103133
"8"	"3"	"NO"	"1WK"	"1"	"CBH"	121.8479923
"8"	"3"	"NO"	"4WK"	"1"	"CBH"	47.48834269
"8"	"3"	"NO"	"PRE"	"1"	"LAP"	493.2322386
"8"	"3"	"NO"	"24H"	"1"	"LAP"	423.5210011
"8"	"3"	"NO"	"1WK"	"1"	"LAP"	571.9229637
"8"	"3"	"NO"	"4WK"	"1"	"LAP"	480.7451437
"8"	"3"	"NO"	"PRE"	"1"	"NAG"	48.15697999
"8"	"3"	"NO"	"24H"	"1"	"NAG"	24.77111265
"8"	"3"	"NO"	"1WK"	"1"	"NAG"	74.79240733
"8"	"3"	"NO"	"4WK"	"1"	"NAG"	22.81545529
"8"	"3"	"NO"	"PRE"	"1"	"PER1"	8.962829064
"8"	"3"	"NO"	"24H"	"1"	"PER1"	0
"8"	"3"	"NO"	"1WK"	"1"	"PER1"	2.476816974
"8"	"3"	"NO"	"4WK"	"1"	"PER1"	0
"8"	"3"	"NO"	"PRE"	"1"	"PEROX"	8.775164775
"8"	"3"	"NO"	"24H"	"1"	"PEROX"	0
"8"	"3"	"NO"	"1WK"	"1"	"PEROX"	7.023843244
"8"	"3"	"NO"	"4WK"	"1"	"PEROX"	1.152826422
"8"	"3"	"NO"	"PRE"	"1"	"PHENOX"	0
"8"	"3"	"NO"	"24H"	"1"	"PHENOX"	0.02601631
"8"	"3"	"NO"	"1WK"	"1"	"PHENOX"	4.54702627
"8"	"3"	"NO"	"4WK"	"1"	"PHENOX"	9.49477543
"8"	"3"	"NO"	"PRE"	"1"	"PHOS"	33.40219239
"8"	"3"	"NO"	"24H"	"1"	"PHOS"	0
"8"	"3"	"NO"	"1WK"	"1"	"PHOS"	113.5990372
"8"	"3"	"NO"	"4WK"	"1"	"PHOS"	0
"8"	"3"	"NO"	"PRE"	"2"	"AG"	27.67923337
"8"	"3"	"NO"	"24H"	"2"	"AG"	35.77090551
"8"	"3"	"NO"	"1WK"	"2"	"AG"	7.561198432
"8"	"3"	"NO"	"4WK"	"2"	"AG"	25.87024417
"8"	"3"	"NO"	"PRE"	"2"	"BG"	531.2843078
"8"	"3"	"NO"	"24H"	"2"	"BG"	482.67924
"8"	"3"	"NO"	"1WK"	"2"	"BG"	289.303049
"8"	"3"	"NO"	"4WK"	"2"	"BG"	580.2634289
"8"	"3"	"NO"	"PRE"	"2"	"BX"	79.36982554
"8"	"3"	"NO"	"24H"	"2"	"BX"	70.58811356
"8"	"3"	"NO"	"1WK"	"2"	"BX"	24.68451123
"8"	"3"	"NO"	"4WK"	"2"	"BX"	65.01530915
"8"	"3"	"NO"	"PRE"	"2"	"CBH"	47.57005777
"8"	"3"	"NO"	"24H"	"2"	"CBH"	38.31467736
"8"	"3"	"NO"	"1WK"	"2"	"CBH"	1.076062437
"8"	"3"	"NO"	"4WK"	"2"	"CBH"	51.95199281
"8"	"3"	"NO"	"PRE"	"2"	"LAP"	371.2749176
"8"	"3"	"NO"	"24H"	"2"	"LAP"	667.1024846
"8"	"3"	"NO"	"1WK"	"2"	"LAP"	421.8529341
"8"	"3"	"NO"	"4WK"	"2"	"LAP"	633.463715
"8"	"3"	"NO"	"PRE"	"2"	"NAG"	41.27360125
"8"	"3"	"NO"	"24H"	"2"	"NAG"	30.65951096
"8"	"3"	"NO"	"1WK"	"2"	"NAG"	0
"8"	"3"	"NO"	"4WK"	"2"	"NAG"	40.82134396
"8"	"3"	"NO"	"PRE"	"2"	"PER1"	6.378137042
"8"	"3"	"NO"	"24H"	"2"	"PER1"	0
"8"	"3"	"NO"	"1WK"	"2"	"PER1"	0
"8"	"3"	"NO"	"4WK"	"2"	"PER1"	4.573620726
"8"	"3"	"NO"	"PRE"	"2"	"PEROX"	8.517460276
"8"	"3"	"NO"	"24H"	"2"	"PEROX"	6.846058953
"8"	"3"	"NO"	"1WK"	"2"	"PEROX"	1.728422913
"8"	"3"	"NO"	"4WK"	"2"	"PEROX"	6.12047421
"8"	"3"	"NO"	"PRE"	"2"	"PHENOX"	2.139323234
"8"	"3"	"NO"	"24H"	"2"	"PHENOX"	9.867693496
"8"	"3"	"NO"	"1WK"	"2"	"PHENOX"	3.477628748
"8"	"3"	"NO"	"4WK"	"2"	"PHENOX"	1.546853484
"8"	"3"	"NO"	"PRE"	"2"	"PHOS"	0
"8"	"3"	"NO"	"24H"	"2"	"PHOS"	0
"8"	"3"	"NO"	"1WK"	"2"	"PHOS"	23.62114105
"8"	"3"	"NO"	"4WK"	"2"	"PHOS"	0
"8"	"3"	"NO"	"PRE"	"3"	"AG"	17.16829841
"8"	"3"	"NO"	"24H"	"3"	"AG"	10.55157831
"8"	"3"	"NO"	"1WK"	"3"	"AG"	1.226948297
"8"	"3"	"NO"	"4WK"	"3"	"AG"	22.16679947
"8"	"3"	"NO"	"PRE"	"3"	"BG"	517.2553648
"8"	"3"	"NO"	"24H"	"3"	"BG"	374.2401279
"8"	"3"	"NO"	"1WK"	"3"	"BG"	427.9787324
"8"	"3"	"NO"	"4WK"	"3"	"BG"	479.1787203
"8"	"3"	"NO"	"PRE"	"3"	"BX"	53.05564159
"8"	"3"	"NO"	"24H"	"3"	"BX"	32.7259356
"8"	"3"	"NO"	"1WK"	"3"	"BX"	58.20180364
"8"	"3"	"NO"	"4WK"	"3"	"BX"	54.58236337
"8"	"3"	"NO"	"PRE"	"3"	"CBH"	46.63970347
"8"	"3"	"NO"	"24H"	"3"	"CBH"	25.68440319
"8"	"3"	"NO"	"1WK"	"3"	"CBH"	19.65693983
"8"	"3"	"NO"	"4WK"	"3"	"CBH"	51.67191291
"8"	"3"	"NO"	"PRE"	"3"	"LAP"	426.0872565
"8"	"3"	"NO"	"24H"	"3"	"LAP"	354.43627
"8"	"3"	"NO"	"1WK"	"3"	"LAP"	557.4783089
"8"	"3"	"NO"	"4WK"	"3"	"LAP"	598.4467016
"8"	"3"	"NO"	"PRE"	"3"	"NAG"	17.32204207
"8"	"3"	"NO"	"24H"	"3"	"NAG"	17.16031775
"8"	"3"	"NO"	"1WK"	"3"	"NAG"	0.889255485
"8"	"3"	"NO"	"4WK"	"3"	"NAG"	18.32080504
"8"	"3"	"NO"	"PRE"	"3"	"PER1"	8.230668693
"8"	"3"	"NO"	"24H"	"3"	"PER1"	0
"8"	"3"	"NO"	"1WK"	"3"	"PER1"	4.023262286
"8"	"3"	"NO"	"4WK"	"3"	"PER1"	3.429904134
"8"	"3"	"NO"	"PRE"	"3"	"PEROX"	10.30773656
"8"	"3"	"NO"	"24H"	"3"	"PEROX"	0
"8"	"3"	"NO"	"1WK"	"3"	"PEROX"	6.723467476
"8"	"3"	"NO"	"4WK"	"3"	"PEROX"	5.410386596
"8"	"3"	"NO"	"PRE"	"3"	"PHENOX"	2.077067863
"8"	"3"	"NO"	"24H"	"3"	"PHENOX"	5.83122144
"8"	"3"	"NO"	"1WK"	"3"	"PHENOX"	2.70020519
"8"	"3"	"NO"	"4WK"	"3"	"PHENOX"	1.980482462
"8"	"3"	"NO"	"PRE"	"3"	"PHOS"	0
"8"	"3"	"NO"	"24H"	"3"	"PHOS"	0
"8"	"3"	"NO"	"1WK"	"3"	"PHOS"	32.28846811
"8"	"3"	"NO"	"4WK"	"3"	"PHOS"	0
"8"	"3"	"NO"	"PRE"	"4"	"AG"	66.01014746
"8"	"3"	"NO"	"24H"	"4"	"AG"	39.4863849
"8"	"3"	"NO"	"1WK"	"4"	"AG"	25.80410668
"8"	"3"	"NO"	"4WK"	"4"	"AG"	55.10596427
"8"	"3"	"NO"	"PRE"	"4"	"BG"	777.8989613
"8"	"3"	"NO"	"24H"	"4"	"BG"	476.6964617
"8"	"3"	"NO"	"1WK"	"4"	"BG"	499.3808035
"8"	"3"	"NO"	"4WK"	"4"	"BG"	383.2552228
"8"	"3"	"NO"	"PRE"	"4"	"BX"	149.1226791
"8"	"3"	"NO"	"24H"	"4"	"BX"	75.71030888
"8"	"3"	"NO"	"1WK"	"4"	"BX"	60.44501342
"8"	"3"	"NO"	"4WK"	"4"	"BX"	74.69618721
"8"	"3"	"NO"	"PRE"	"4"	"CBH"	91.57697512
"8"	"3"	"NO"	"24H"	"4"	"CBH"	47.12964714
"8"	"3"	"NO"	"1WK"	"4"	"CBH"	52.34898973
"8"	"3"	"NO"	"4WK"	"4"	"CBH"	61.90628745
"8"	"3"	"NO"	"PRE"	"4"	"LAP"	386.3405095
"8"	"3"	"NO"	"24H"	"4"	"LAP"	354.3958254
"8"	"3"	"NO"	"1WK"	"4"	"LAP"	349.3105949
"8"	"3"	"NO"	"4WK"	"4"	"LAP"	277.3345639
"8"	"3"	"NO"	"PRE"	"4"	"NAG"	97.86310198
"8"	"3"	"NO"	"24H"	"4"	"NAG"	33.7929763
"8"	"3"	"NO"	"1WK"	"4"	"NAG"	23.73586759
"8"	"3"	"NO"	"4WK"	"4"	"NAG"	87.95795177
"8"	"3"	"NO"	"PRE"	"4"	"PER1"	16.34696832
"8"	"3"	"NO"	"24H"	"4"	"PER1"	0
"8"	"3"	"NO"	"1WK"	"4"	"PER1"	0
"8"	"3"	"NO"	"4WK"	"4"	"PER1"	4.121903856
"8"	"3"	"NO"	"PRE"	"4"	"PEROX"	7.563628427
"8"	"3"	"NO"	"24H"	"4"	"PEROX"	1.657048624
"8"	"3"	"NO"	"1WK"	"4"	"PEROX"	2.545923426
"8"	"3"	"NO"	"4WK"	"4"	"PEROX"	3.630008747
"8"	"3"	"NO"	"PRE"	"4"	"PHENOX"	0
"8"	"3"	"NO"	"24H"	"4"	"PHENOX"	7.279039178
"8"	"3"	"NO"	"1WK"	"4"	"PHENOX"	5.389120543
"8"	"3"	"NO"	"4WK"	"4"	"PHENOX"	0
"8"	"3"	"NO"	"PRE"	"4"	"PHOS"	0
"8"	"3"	"NO"	"24H"	"4"	"PHOS"	0
"8"	"3"	"NO"	"1WK"	"4"	"PHOS"	0
"8"	"3"	"NO"	"4WK"	"4"	"PHOS"	128.9107071
"8"	"3"	"NO"	"PRE"	"5"	"AG"	66.48186973
"8"	"3"	"NO"	"24H"	"5"	"AG"	14.68711363
"8"	"3"	"NO"	"1WK"	"5"	"AG"	3.605436345
"8"	"3"	"NO"	"4WK"	"5"	"AG"	47.45645173
"8"	"3"	"NO"	"PRE"	"5"	"BG"	459.6252723
"8"	"3"	"NO"	"24H"	"5"	"BG"	359.8369227
"8"	"3"	"NO"	"1WK"	"5"	"BG"	289.6043001
"8"	"3"	"NO"	"4WK"	"5"	"BG"	369.4713354
"8"	"3"	"NO"	"PRE"	"5"	"BX"	96.43137845
"8"	"3"	"NO"	"24H"	"5"	"BX"	39.42300544
"8"	"3"	"NO"	"1WK"	"5"	"BX"	24.2274057
"8"	"3"	"NO"	"4WK"	"5"	"BX"	64.54512618
"8"	"3"	"NO"	"PRE"	"5"	"CBH"	65.8424173
"8"	"3"	"NO"	"24H"	"5"	"CBH"	47.2510457
"8"	"3"	"NO"	"1WK"	"5"	"CBH"	19.79435722
"8"	"3"	"NO"	"4WK"	"5"	"CBH"	55.65592275
"8"	"3"	"NO"	"PRE"	"5"	"LAP"	264.3202653
"8"	"3"	"NO"	"24H"	"5"	"LAP"	369.4728731
"8"	"3"	"NO"	"1WK"	"5"	"LAP"	430.4154942
"8"	"3"	"NO"	"4WK"	"5"	"LAP"	390.7996577
"8"	"3"	"NO"	"PRE"	"5"	"NAG"	93.30678046
"8"	"3"	"NO"	"24H"	"5"	"NAG"	46.59038311
"8"	"3"	"NO"	"1WK"	"5"	"NAG"	18.86979142
"8"	"3"	"NO"	"4WK"	"5"	"NAG"	69.92935933
"8"	"3"	"NO"	"PRE"	"5"	"PER1"	10.57514609
"8"	"3"	"NO"	"24H"	"5"	"PER1"	0
"8"	"3"	"NO"	"1WK"	"5"	"PER1"	0
"8"	"3"	"NO"	"4WK"	"5"	"PER1"	5.83347964
"8"	"3"	"NO"	"PRE"	"5"	"PEROX"	11.12957619
"8"	"3"	"NO"	"24H"	"5"	"PEROX"	2.036468324
"8"	"3"	"NO"	"1WK"	"5"	"PEROX"	0
"8"	"3"	"NO"	"4WK"	"5"	"PEROX"	5.198663784
"8"	"3"	"NO"	"PRE"	"5"	"PHENOX"	0.554430093
"8"	"3"	"NO"	"24H"	"5"	"PHENOX"	8.691217504
"8"	"3"	"NO"	"1WK"	"5"	"PHENOX"	3.073402922
"8"	"3"	"NO"	"4WK"	"5"	"PHENOX"	0
"8"	"3"	"NO"	"PRE"	"5"	"PHOS"	136.4814938
"8"	"3"	"NO"	"24H"	"5"	"PHOS"	0
"8"	"3"	"NO"	"1WK"	"5"	"PHOS"	0
"8"	"3"	"NO"	"4WK"	"5"	"PHOS"	0
"9"	"3"	"HI"	"PRE"	"1"	"AG"	8.884724445
"9"	"3"	"HI"	"24H"	"1"	"AG"	28.69984754
"9"	"3"	"HI"	"1WK"	"1"	"AG"	16.35149753
"9"	"3"	"HI"	"4WK"	"1"	"AG"	59.44147483
"9"	"3"	"HI"	"PRE"	"1"	"BG"	452.764927
"9"	"3"	"HI"	"24H"	"1"	"BG"	488.1717193
"9"	"3"	"HI"	"1WK"	"1"	"BG"	401.4554282
"9"	"3"	"HI"	"4WK"	"1"	"BG"	724.1299863
"9"	"3"	"HI"	"PRE"	"1"	"BX"	62.57010087
"9"	"3"	"HI"	"24H"	"1"	"BX"	85.59202279
"9"	"3"	"HI"	"1WK"	"1"	"BX"	66.47185759
"9"	"3"	"HI"	"4WK"	"1"	"BX"	155.3308397
"9"	"3"	"HI"	"PRE"	"1"	"CBH"	37.95513436
"9"	"3"	"HI"	"24H"	"1"	"CBH"	51.60655328
"9"	"3"	"HI"	"1WK"	"1"	"CBH"	43.83202306
"9"	"3"	"HI"	"4WK"	"1"	"CBH"	108.6561692
